"date","location","obs_date","mission","date_diff","secchi","med_Blue_corr","med_Red_corr","med_Green_corr","med_Nir_corr","med_Swir1_corr","med_Swir2_corr","prop_clouds","prop_hillShadow","pCount_dswe1","pCount_dswe3","min_cloud_dist","mean_cloud_dist","system.index","CLOUD_COVER","IMAGE_QUALITY","IMAGE_QUALITY_TIRS","SUN_AZIMUTH","SUN_ELEVATION","tot_sol_rad_KJpm2_3","max_temp_degK_3","min_temp_degK_3","tot_precip_m_3","mean_wind_mps_3","tot_sol_rad_KJpm2_5","max_temp_degK_5","min_temp_degK_5","tot_precip_m_5","mean_wind_mps_5","tot_sol_rad_KJpm2_7","max_temp_degK_7","min_temp_degK_7","tot_precip_m_7","mean_wind_mps_7"
2020-02-01,"P",2020-01-31,"LANDSAT_7",-1,"2.00",0.05806,0.032485,0.0571525,0.024785,0.0100175,0.0051225,0,1,14,0,16,22.1428571428571,"2_LE07_018050_20200201",26,9,NA,132.65456458,44.37085106,55315.868,295.842135111491,294.643123626709,0.00208712731762262,0.528774035063309,97047.38,295.842135111491,293.865614573161,0.00210677512257007,0.37280311709477,137316.82,295.842135111491,292.052499771118,0.00214578504642304,0.304552744143122
2020-02-17,"R",2020-02-17,"LANDSAT_7",0,"2.00",0.023685,0.014335,0.03577125,0.00978374999999999,0.00257874999999999,0.00135499999999999,0,1,24,0,193,199.791666666667,"2_LE07_018050_20200217",23,9,NA,126.70930797,47.39130373,55290.354,293.671428044637,292.983140945435,0.00840281184454028,1.09433580804067,97146.358,294.847156524658,292.983140945435,0.00847926672232546,0.920764735946066,139706.954,294.847156524658,292.983140945435,0.00850545382078138,0.805297494110521
2020-03-04,"B",2020-03-04,"LANDSAT_7",0,"2.25",0.020825,0.0142525,0.0331725,0.012025,0.000805,0.00173999999999999,0,1,25,0,211,218.76,"2_LE07_018050_20200304",1,9,NA,119.59408382,51.09815933,74325.1175649414,295.865632375081,294.094213485718,3.61782223876617e-05,0.557465452983393,90395.7655649414,295.865632375081,288.8858350118,0.00518266205364171,0.748828358121348,98158.1735649414,295.865632375081,288.622073491414,0.0247675294117471,0.887269801351389
2020-03-04,"F",2020-03-04,"LANDSAT_7",0,"2.25",0.0216225,0.0140875,0.03274625,0.01613625,0.003335,0.0017675,0,1,26,0,365,372.769230769231,"2_LE07_018050_20200304",1,9,NA,119.59408382,51.09815933,74325.1175649414,295.865632375081,294.094213485718,3.61782223876617e-05,0.557465452983393,90395.7655649414,295.865632375081,288.8858350118,0.00518266205364171,0.748828358121348,98158.1735649414,295.865632375081,288.622073491414,0.0247675294117471,0.887269801351389
2020-03-04,"P",2020-03-04,"LANDSAT_7",0,"2.00",0.02383625,0.0167825,0.03566125,0.0168375,0.00480624999999999,0.00190499999999999,0,1,18,0,250,256.444444444444,"2_LE07_018050_20200304",1,9,NA,119.59408382,51.09815933,74325.1175649414,295.865632375081,294.094213485718,3.61782223876617e-05,0.557465452983393,90395.7655649414,295.865632375081,288.8858350118,0.00518266205364171,0.748828358121348,98158.1735649414,295.865632375081,288.622073491414,0.0247675294117471,0.887269801351389
2020-03-04,"R",2020-03-04,"LANDSAT_7",0,"2.75",0.01989,0.0105675,0.02495,0.012135,0.00336249999999999,0.00179499999999999,0,1,21,0,312,317.666666666667,"2_LE07_018050_20200304",1,9,NA,119.59408382,51.09815933,74325.1175649414,295.865632375081,294.094213485718,3.61782223876617e-05,0.557465452983393,90395.7655649414,295.865632375081,288.8858350118,0.00518266205364171,0.748828358121348,98158.1735649414,295.865632375081,288.622073491414,0.0247675294117471,0.887269801351389
2020-05-15,"B",2020-05-16,"LANDSAT_8",1,"2..5",0.0685830698312206,0.0451667989512834,0.0697134549089895,0.037198118392692,0.0431719719869313,0.0762857632788627,0,1,25,0,435,443.12,"1_LC08_018050_20200515",32.99,9,9,75.28471462,66.55517125,64313.144,297.188697179159,296.588733673096,0.0111070156096389,0.343264800170909,100648.144,297.188697179159,295.063112258911,0.0175057709215025,0.51443432819673,141623.564,297.284427007039,295.063112258911,0.0381518453357543,0.521330574729568
2020-05-15,"E",2020-05-16,"LANDSAT_8",1,"2.50",0.0382121452161639,0.0177426257474401,0.0496224184136867,0.00883213237864056,0.00443621400545096,0.0164154556953797,0,1,25,0,564,571.12,"1_LC08_018050_20200515",32.99,9,9,75.28471462,66.55517125,64313.144,297.188697179159,296.588733673096,0.0111070156096389,0.343264800170909,100648.144,297.188697179159,295.063112258911,0.0175057709215025,0.51443432819673,141623.564,297.284427007039,295.063112258911,0.0381518453357543,0.521330574729568
2020-05-15,"F",2020-05-16,"LANDSAT_8",1,"2.50",0.0361732989770877,0.0195123127013619,0.0510505151151296,0.0142224124013663,0.012689511494911,0.0310705332719656,0,1,26,0,444,451.692307692308,"1_LC08_018050_20200515",32.99,9,9,75.28471462,66.55517125,64313.144,297.188697179159,296.588733673096,0.0111070156096389,0.343264800170909,100648.144,297.188697179159,295.063112258911,0.0175057709215025,0.51443432819673,141623.564,297.284427007039,295.063112258911,0.0381518453357543,0.521330574729568
2020-05-15,"P",2020-05-16,"LANDSAT_8",1,"2.50",0.0266740473606123,0.0116965750888176,0.0433909658119113,0.0053662068619281,0.00172553485769089,0.0131789315913086,0,1,26,0,463,470.961538461538,"1_LC08_018050_20200515",32.99,9,9,75.28471462,66.55517125,64313.144,297.188697179159,296.588733673096,0.0111070156096389,0.343264800170909,100648.144,297.188697179159,295.063112258911,0.0175057709215025,0.51443432819673,141623.564,297.284427007039,295.063112258911,0.0381518453357543,0.521330574729568
