date,location,mission,est_secchi_stringent,est_secchi_verystringent,est_secchi_highsecchi,est_secchi_stepwise
2012-09-06,R,LANDSAT_7,2.951875925064087,2.885507583618164,2.679511785507202,2.805860888364016
2012-10-08,E,LANDSAT_7,3.190034866333008,3.5307581424713135,3.20925235748291,3.709885103768448
2012-11-25,F,LANDSAT_7,3.25040340423584,4.36250114440918,3.413663625717163,4.460598278086843
2012-11-25,I,LANDSAT_7,3.2246415615081787,4.224427700042725,3.661024332046509,5.120523756698253
2012-11-25,K,LANDSAT_7,2.917905569076538,4.231366157531738,3.413663625717163,4.611591026771582
2012-12-11,A,LANDSAT_7,4.043313503265381,3.7007951736450195,4.330499649047852,3.9887736476632156
2012-12-11,B,LANDSAT_7,3.6389377117156982,3.774512767791748,4.330499649047852,3.9144600142819437
2012-12-11,C,LANDSAT_7,3.6389377117156982,3.774512767791748,4.330499649047852,3.854996664535909
2012-12-11,D,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,4.2290505081633
2012-12-11,E,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,4.30311114000113
2012-12-11,F,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,3.8696716406654907
2012-12-11,G,LANDSAT_7,4.069187164306641,3.774512767791748,4.330499649047852,4.044809575355198
2012-12-11,H,LANDSAT_7,4.135686874389648,4.000890731811523,4.330499649047852,4.312229862449196
2012-12-11,I,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,4.283943049141917
2012-12-11,J,LANDSAT_7,4.069187164306641,3.857511520385742,4.330499649047852,4.257475623107465
2012-12-11,K,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,4.285360406031486
2012-12-11,L,LANDSAT_7,4.069187164306641,3.774512767791748,4.330499649047852,4.159783635242593
2012-12-11,M,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,4.544729379811027
2012-12-11,N,LANDSAT_7,4.069187164306641,3.7007951736450195,4.330499649047852,4.016995525975094
2012-12-11,O,LANDSAT_7,3.6389377117156982,3.774512767791748,4.497359275817871,3.7697850817793244
2012-12-11,P,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,3.8548359135721455
2012-12-11,Q,LANDSAT_7,4.135686874389648,3.800856590270996,4.497359275817871,3.8438381187570005
2012-12-11,R,LANDSAT_7,3.6389377117156982,3.7007951736450195,4.330499649047852,4.110482842911803
2013-01-12,B,LANDSAT_7,3.4963419437408447,2.5341603755950928,3.491443634033203,3.539967934330303
2013-01-12,C,LANDSAT_7,3.7801876068115234,2.5341603755950928,3.491443634033203,3.945402713274848
2013-01-12,D,LANDSAT_7,3.4963419437408447,2.5341603755950928,3.8933603763580322,3.6000862436058347
2013-01-12,E,LANDSAT_7,3.349937915802002,2.3031327724456787,3.6119425296783447,3.513344631146795
2013-01-12,I,LANDSAT_7,3.349937915802002,2.3031327724456787,3.6119425296783447,3.397178651455508
2013-01-12,J,LANDSAT_7,3.7801876068115234,2.617159128189087,3.8933603763580322,4.136828426673081
2013-01-12,K,LANDSAT_7,3.7801876068115234,2.5341603755950928,3.8933603763580322,3.746870981635102
2013-01-12,L,LANDSAT_7,3.4963419437408447,2.4514102935791016,3.7524991035461426,3.544601383330399
2013-01-12,M,LANDSAT_7,3.349937915802002,2.3031327724456787,3.6119425296783447,3.5809085207840297
2013-01-12,N,LANDSAT_7,3.349937915802002,2.5341603755950928,3.8933603763580322,3.8981739752594584
2013-01-12,O,LANDSAT_7,3.349937915802002,2.3031327724456787,3.6119425296783447,3.4496906137555787
2013-01-12,Q,LANDSAT_7,3.349937915802002,2.3031327724456787,3.6119425296783447,3.3736169006521934
2013-01-12,R,LANDSAT_7,3.7801876068115234,2.5341603755950928,3.8933603763580322,4.041394421342168
2013-01-28,A,LANDSAT_7,3.6459758281707764,3.3151791095733643,3.308406352996826,4.245195079773732
2013-01-28,B,LANDSAT_7,2.7189760208129883,3.057807683944702,3.288679361343384,4.095212114962077
2013-01-28,C,LANDSAT_7,3.215726375579834,3.2842464447021484,3.0722477436065674,3.8553752755136554
2013-01-28,D,LANDSAT_7,3.1492257118225098,3.244755268096924,3.8311526775360107,4.468800778568823
2013-01-28,E,LANDSAT_7,2.4351303577423096,3.096477746963501,2.7581655979156494,3.5737775075392375
2013-01-28,F,LANDSAT_7,3.215726375579834,3.6130478382110596,3.245649814605713,4.569781772442645
2013-01-28,G,LANDSAT_7,3.215726375579834,3.2842464447021484,3.288679361343384,4.052532406639372
